Using GPU: 1...
X_train.shape=(33444, 2, 64), y_train.shape=(33444,);
X_test.shape=(11226, 2, 64), y_test.shape=(11226,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9516045739579491
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.343750, cost=1.099054, test acc=0.233565, cost=1.125920, disagree_f1=0.378593, neural_f1=0.000000, agree_f1=0.001513, average_f1=0.126702
BATCH 444 training acc=0.781250, cost=0.482925, test acc=0.853554, cost=0.371475, disagree_f1=0.757694, neural_f1=0.946533, agree_f1=0.532357, average_f1=0.745528
BATCH 445 training acc=0.781250, cost=0.597810, test acc=0.854890, cost=0.368518, disagree_f1=0.761045, neural_f1=0.947520, agree_f1=0.528142, average_f1=0.745569
BATCH 446 training acc=0.750000, cost=0.543459, test acc=0.854267, cost=0.368729, disagree_f1=0.756944, neural_f1=0.947838, agree_f1=0.535953, average_f1=0.746912
BATCH 447 training acc=0.750000, cost=0.553226, test acc=0.850436, cost=0.374222, disagree_f1=0.742937, neural_f1=0.947896, agree_f1=0.545266, average_f1=0.745366
BATCH 448 training acc=0.593750, cost=0.872946, test acc=0.845270, cost=0.385456, disagree_f1=0.730014, neural_f1=0.946679, agree_f1=0.552344, average_f1=0.743012
BATCH 449 training acc=0.781250, cost=0.631004, test acc=0.835917, cost=0.400594, disagree_f1=0.710160, neural_f1=0.944306, agree_f1=0.547824, average_f1=0.734096
BATCH 450 training acc=0.625000, cost=0.596117, test acc=0.832086, cost=0.407909, disagree_f1=0.701089, neural_f1=0.944073, agree_f1=0.542742, average_f1=0.729302
BATCH 451 training acc=0.812500, cost=0.451108, test acc=0.828078, cost=0.416290, disagree_f1=0.703696, neural_f1=0.941061, agree_f1=0.534614, average_f1=0.726457
BATCH 452 training acc=0.718750, cost=0.498096, test acc=0.830305, cost=0.418314, disagree_f1=0.719543, neural_f1=0.939987, agree_f1=0.531493, average_f1=0.730341
BATCH 453 training acc=0.750000, cost=0.461353, test acc=0.832443, cost=0.418284, disagree_f1=0.733689, neural_f1=0.939034, agree_f1=0.524278, average_f1=0.732333
BATCH 454 training acc=0.875000, cost=0.366038, test acc=0.831730, cost=0.419951, disagree_f1=0.738990, neural_f1=0.937746, agree_f1=0.514839, average_f1=0.730525
BATCH 455 training acc=0.812500, cost=0.568526, test acc=0.827632, cost=0.432102, disagree_f1=0.738904, neural_f1=0.934193, agree_f1=0.509451, average_f1=0.727516
BATCH 456 training acc=0.843750, cost=0.515675, test acc=0.823446, cost=0.447331, disagree_f1=0.741727, neural_f1=0.931155, agree_f1=0.495192, average_f1=0.722691
BATCH 457 training acc=0.718750, cost=0.468123, test acc=0.816854, cost=0.465081, disagree_f1=0.739965, neural_f1=0.925953, agree_f1=0.485672, average_f1=0.717197
BATCH 458 training acc=0.875000, cost=0.522614, test acc=0.817655, cost=0.467050, disagree_f1=0.744783, neural_f1=0.924727, agree_f1=0.485449, average_f1=0.718319
BATCH 459 training acc=0.812500, cost=0.492008, test acc=0.810440, cost=0.481598, disagree_f1=0.743396, neural_f1=0.918390, agree_f1=0.474012, average_f1=0.711933
BATCH 460 training acc=0.656250, cost=0.725457, test acc=0.808748, cost=0.488822, disagree_f1=0.742284, neural_f1=0.917187, agree_f1=0.473421, average_f1=0.710964
BATCH 461 training acc=0.718750, cost=0.646478, test acc=0.811687, cost=0.484460, disagree_f1=0.740200, neural_f1=0.920617, agree_f1=0.481190, average_f1=0.714002
BATCH 462 training acc=0.781250, cost=0.618557, test acc=0.806966, cost=0.501349, disagree_f1=0.736536, neural_f1=0.916570, agree_f1=0.485650, average_f1=0.712919
BATCH 463 training acc=0.781250, cost=0.543991, test acc=0.809193, cost=0.499686, disagree_f1=0.737454, neural_f1=0.918188, agree_f1=0.490395, average_f1=0.715346
BATCH 464 training acc=0.750000, cost=0.457174, test acc=0.813736, cost=0.485472, disagree_f1=0.737498, neural_f1=0.921942, agree_f1=0.497421, average_f1=0.718953
BATCH 465 training acc=0.687500, cost=0.628477, test acc=0.821130, cost=0.465572, disagree_f1=0.739427, neural_f1=0.927828, agree_f1=0.507067, average_f1=0.724774
BATCH 466 training acc=0.781250, cost=0.524801, test acc=0.832353, cost=0.438891, disagree_f1=0.749466, neural_f1=0.934498, agree_f1=0.518771, average_f1=0.734245
BATCH 467 training acc=0.812500, cost=0.507014, test acc=0.837965, cost=0.421527, disagree_f1=0.751261, neural_f1=0.938306, agree_f1=0.524559, average_f1=0.738042
BATCH 468 training acc=0.687500, cost=0.560323, test acc=0.842508, cost=0.408491, disagree_f1=0.754521, neural_f1=0.941440, agree_f1=0.524207, average_f1=0.740056
BATCH 469 training acc=0.687500, cost=0.611344, test acc=0.846517, cost=0.396730, disagree_f1=0.757922, neural_f1=0.944018, agree_f1=0.515575, average_f1=0.739172
BATCH 470 training acc=0.656250, cost=0.789493, test acc=0.847942, cost=0.392934, disagree_f1=0.759701, neural_f1=0.944778, agree_f1=0.514909, average_f1=0.739796
BATCH 471 training acc=0.625000, cost=0.681518, test acc=0.848922, cost=0.386351, disagree_f1=0.758491, neural_f1=0.945884, agree_f1=0.513930, average_f1=0.739435
BATCH 472 training acc=0.812500, cost=0.505283, test acc=0.850793, cost=0.379527, disagree_f1=0.757771, neural_f1=0.947660, agree_f1=0.515297, average_f1=0.740242
BATCH 473 training acc=0.843750, cost=0.392441, test acc=0.851327, cost=0.378893, disagree_f1=0.757285, neural_f1=0.947848, agree_f1=0.522653, average_f1=0.742596
BATCH 474 training acc=0.656250, cost=0.651615, test acc=0.850258, cost=0.381987, disagree_f1=0.753623, neural_f1=0.947026, agree_f1=0.536383, average_f1=0.745677
BATCH 475 training acc=0.937500, cost=0.353265, test acc=0.847319, cost=0.385524, disagree_f1=0.741591, neural_f1=0.947448, agree_f1=0.542149, average_f1=0.743729
BATCH 476 training acc=0.750000, cost=0.550389, test acc=0.842508, cost=0.393371, disagree_f1=0.728654, neural_f1=0.946557, agree_f1=0.544767, average_f1=0.739993
BATCH 477 training acc=0.812500, cost=0.411041, test acc=0.839213, cost=0.400927, disagree_f1=0.725816, neural_f1=0.944623, agree_f1=0.543606, average_f1=0.738015
BATCH 478 training acc=0.781250, cost=0.555822, test acc=0.835204, cost=0.408096, disagree_f1=0.727715, neural_f1=0.940747, agree_f1=0.537897, average_f1=0.735453
BATCH 479 training acc=0.625000, cost=0.763720, test acc=0.831641, cost=0.424224, disagree_f1=0.730548, neural_f1=0.937066, agree_f1=0.534792, average_f1=0.734135
BATCH 480 training acc=0.750000, cost=0.530667, test acc=0.825316, cost=0.446920, disagree_f1=0.728058, neural_f1=0.931713, agree_f1=0.531120, average_f1=0.730297
BATCH 481 training acc=0.656250, cost=0.652165, test acc=0.814003, cost=0.475395, disagree_f1=0.719938, neural_f1=0.922120, agree_f1=0.521209, average_f1=0.721089
BATCH 482 training acc=0.656250, cost=0.772767, test acc=0.808302, cost=0.492558, disagree_f1=0.713322, neural_f1=0.918104, agree_f1=0.520408, average_f1=0.717278
BATCH 483 training acc=0.718750, cost=0.575439, test acc=0.808302, cost=0.497023, disagree_f1=0.716480, neural_f1=0.916746, agree_f1=0.519862, average_f1=0.717696
BATCH 484 training acc=0.687500, cost=0.631982, test acc=0.811954, cost=0.497163, disagree_f1=0.729318, neural_f1=0.914808, agree_f1=0.520674, average_f1=0.721600
BATCH 485 training acc=0.593750, cost=0.745262, test acc=0.816052, cost=0.489596, disagree_f1=0.737140, neural_f1=0.916679, agree_f1=0.514082, average_f1=0.722634
BATCH 486 training acc=0.812500, cost=0.545486, test acc=0.824247, cost=0.469186, disagree_f1=0.743262, neural_f1=0.923322, agree_f1=0.520493, average_f1=0.729026
BATCH 487 training acc=0.843750, cost=0.405425, test acc=0.827543, cost=0.461660, disagree_f1=0.747496, neural_f1=0.925278, agree_f1=0.520698, average_f1=0.731157
BATCH 488 training acc=0.875000, cost=0.411961, test acc=0.832443, cost=0.446416, disagree_f1=0.753795, neural_f1=0.928885, agree_f1=0.515991, average_f1=0.732890
BATCH 489 training acc=0.718750, cost=0.746776, test acc=0.838233, cost=0.429955, disagree_f1=0.758669, neural_f1=0.933752, agree_f1=0.520057, average_f1=0.737493
BATCH 490 training acc=0.687500, cost=0.580351, test acc=0.844201, cost=0.413483, disagree_f1=0.762823, neural_f1=0.939093, agree_f1=0.529287, average_f1=0.743735
BATCH 491 training acc=0.718750, cost=0.453249, test acc=0.850436, cost=0.392866, disagree_f1=0.765611, neural_f1=0.943732, agree_f1=0.536638, average_f1=0.748660
BATCH 492 training acc=0.781250, cost=0.461037, test acc=0.853020, cost=0.378563, disagree_f1=0.757132, neural_f1=0.948090, agree_f1=0.541903, average_f1=0.749042
BATCH 493 training acc=0.750000, cost=0.478388, test acc=0.850615, cost=0.376908, disagree_f1=0.740040, neural_f1=0.949316, agree_f1=0.549473, average_f1=0.746276
BATCH 494 training acc=0.843750, cost=0.475756, test acc=0.850793, cost=0.376328, disagree_f1=0.737099, neural_f1=0.949609, agree_f1=0.553981, average_f1=0.746896
BATCH 495 training acc=0.781250, cost=0.428872, test acc=0.852129, cost=0.376748, disagree_f1=0.746239, neural_f1=0.949167, agree_f1=0.553408, average_f1=0.749604
BATCH 496 training acc=0.750000, cost=0.551336, test acc=0.848655, cost=0.386914, disagree_f1=0.744335, neural_f1=0.947857, agree_f1=0.549458, average_f1=0.747217
BATCH 497 training acc=0.687500, cost=0.772496, test acc=0.849546, cost=0.396053, disagree_f1=0.756810, neural_f1=0.946920, agree_f1=0.545694, average_f1=0.749808
BATCH 498 training acc=0.718750, cost=0.737040, test acc=0.840905, cost=0.416762, disagree_f1=0.754048, neural_f1=0.940486, agree_f1=0.533376, average_f1=0.742637
BATCH 499 training acc=0.875000, cost=0.378446, test acc=0.830037, cost=0.445260, disagree_f1=0.746029, neural_f1=0.932742, agree_f1=0.523531, average_f1=0.734101
BATCH 500 training acc=0.687500, cost=0.562627, test acc=0.816497, cost=0.485691, disagree_f1=0.732895, neural_f1=0.923500, agree_f1=0.515832, average_f1=0.724076
BATCH 501 training acc=0.843750, cost=0.389371, test acc=0.795475, cost=0.540772, disagree_f1=0.718987, neural_f1=0.907589, agree_f1=0.495476, average_f1=0.707351
BATCH 502 training acc=0.656250, cost=0.763397, test acc=0.779262, cost=0.583779, disagree_f1=0.708598, neural_f1=0.893069, agree_f1=0.484647, average_f1=0.695438
BATCH 503 training acc=0.781250, cost=0.739104, test acc=0.769731, cost=0.603117, disagree_f1=0.696817, neural_f1=0.886592, agree_f1=0.479862, average_f1=0.687757
BATCH 504 training acc=0.750000, cost=0.590688, test acc=0.764119, cost=0.616049, disagree_f1=0.690531, neural_f1=0.881014, agree_f1=0.480137, average_f1=0.683894
BATCH 505 training acc=0.781250, cost=0.595464, test acc=0.768217, cost=0.598449, disagree_f1=0.691582, neural_f1=0.884842, agree_f1=0.483735, average_f1=0.686719
BATCH 506 training acc=0.781250, cost=0.525175, test acc=0.777748, cost=0.571863, disagree_f1=0.696527, neural_f1=0.891971, agree_f1=0.492716, average_f1=0.693738
BATCH 507 training acc=0.812500, cost=0.466773, test acc=0.790575, cost=0.539899, disagree_f1=0.708372, neural_f1=0.900601, agree_f1=0.498590, average_f1=0.702521
BATCH 508 training acc=0.750000, cost=0.591772, test acc=0.808035, cost=0.501148, disagree_f1=0.723964, neural_f1=0.912754, agree_f1=0.511843, average_f1=0.716187
BATCH 509 training acc=0.718750, cost=0.576516, test acc=0.817834, cost=0.473522, disagree_f1=0.729073, neural_f1=0.921672, agree_f1=0.514212, average_f1=0.721652
BATCH 510 training acc=0.843750, cost=0.460423, test acc=0.821130, cost=0.462395, disagree_f1=0.729715, neural_f1=0.925065, agree_f1=0.513092, average_f1=0.722624
BATCH 511 training acc=0.718750, cost=0.821117, test acc=0.821664, cost=0.461688, disagree_f1=0.731091, neural_f1=0.925164, agree_f1=0.510753, average_f1=0.722336
BATCH 512 training acc=0.687500, cost=0.573581, test acc=0.824158, cost=0.455169, disagree_f1=0.733226, neural_f1=0.928135, agree_f1=0.507765, average_f1=0.723042
BATCH 513 training acc=0.843750, cost=0.414221, test acc=0.824069, cost=0.458126, disagree_f1=0.734128, neural_f1=0.928026, agree_f1=0.504259, average_f1=0.722138
BATCH 514 training acc=0.781250, cost=0.496489, test acc=0.823980, cost=0.457643, disagree_f1=0.731451, neural_f1=0.928607, agree_f1=0.511104, average_f1=0.723721
BATCH 515 training acc=0.687500, cost=0.757714, test acc=0.823446, cost=0.456875, disagree_f1=0.729190, neural_f1=0.929254, agree_f1=0.514890, average_f1=0.724444
BATCH 516 training acc=0.843750, cost=0.500330, test acc=0.824782, cost=0.452986, disagree_f1=0.726662, neural_f1=0.931262, agree_f1=0.517572, average_f1=0.725165
BATCH 517 training acc=0.812500, cost=0.505253, test acc=0.825138, cost=0.454381, disagree_f1=0.727512, neural_f1=0.931548, agree_f1=0.519456, average_f1=0.726172
BATCH 518 training acc=0.812500, cost=0.465317, test acc=0.827454, cost=0.449674, disagree_f1=0.728862, neural_f1=0.933867, agree_f1=0.522749, average_f1=0.728492
BATCH 519 training acc=0.781250, cost=0.514305, test acc=0.830928, cost=0.440597, disagree_f1=0.726987, neural_f1=0.938144, agree_f1=0.531746, average_f1=0.732292
BATCH 520 training acc=0.750000, cost=0.506955, test acc=0.830483, cost=0.433402, disagree_f1=0.718997, neural_f1=0.940769, agree_f1=0.532268, average_f1=0.730678
BATCH 521 training acc=0.750000, cost=0.626877, test acc=0.823267, cost=0.439219, disagree_f1=0.691749, neural_f1=0.941442, agree_f1=0.530827, average_f1=0.721339
BATCH 522 training acc=0.843750, cost=0.380129, test acc=0.817477, cost=0.449462, disagree_f1=0.677690, neural_f1=0.939752, agree_f1=0.529148, average_f1=0.715530
BATCH 523 training acc=0.593750, cost=0.694371, test acc=0.811242, cost=0.463641, disagree_f1=0.668305, neural_f1=0.936873, agree_f1=0.524465, average_f1=0.709881
BATCH 524 training acc=0.656250, cost=0.588769, test acc=0.810707, cost=0.465609, disagree_f1=0.672727, neural_f1=0.935530, agree_f1=0.522959, average_f1=0.710405
BATCH 525 training acc=0.687500, cost=0.731681, test acc=0.807055, cost=0.475911, disagree_f1=0.667703, neural_f1=0.933896, agree_f1=0.518630, average_f1=0.706743
BATCH 526 training acc=0.718750, cost=0.500548, test acc=0.812489, cost=0.468733, disagree_f1=0.685092, neural_f1=0.934248, agree_f1=0.523157, average_f1=0.714166
BATCH 527 training acc=0.687500, cost=0.633167, test acc=0.820417, cost=0.448945, disagree_f1=0.702783, neural_f1=0.936709, agree_f1=0.526745, average_f1=0.722079
BATCH 528 training acc=0.750000, cost=0.488928, test acc=0.829236, cost=0.434088, disagree_f1=0.725478, neural_f1=0.938509, agree_f1=0.530377, average_f1=0.731455
BATCH 529 training acc=0.906250, cost=0.339869, test acc=0.835471, cost=0.419269, disagree_f1=0.742666, neural_f1=0.940711, agree_f1=0.517317, average_f1=0.733565
BATCH 530 training acc=0.750000, cost=0.499897, test acc=0.839391, cost=0.405998, disagree_f1=0.745967, neural_f1=0.942729, agree_f1=0.515201, average_f1=0.734632
BATCH 531 training acc=0.843750, cost=0.539232, test acc=0.845715, cost=0.388202, disagree_f1=0.752173, neural_f1=0.945429, agree_f1=0.516955, average_f1=0.738186
BATCH 532 training acc=0.937500, cost=0.301505, test acc=0.849813, cost=0.376836, disagree_f1=0.760114, neural_f1=0.945903, agree_f1=0.505232, average_f1=0.737083
BATCH 533 training acc=0.750000, cost=0.574893, test acc=0.851862, cost=0.372026, disagree_f1=0.766654, neural_f1=0.946928, agree_f1=0.472473, average_f1=0.728685
BATCH 534 training acc=0.812500, cost=0.470116, test acc=0.850793, cost=0.374956, disagree_f1=0.767182, neural_f1=0.947260, agree_f1=0.447684, average_f1=0.720709
BATCH 535 training acc=0.718750, cost=0.712075, test acc=0.848477, cost=0.381549, disagree_f1=0.767425, neural_f1=0.946394, agree_f1=0.439626, average_f1=0.717815
BATCH 536 training acc=0.750000, cost=0.508733, test acc=0.847141, cost=0.389437, disagree_f1=0.769068, neural_f1=0.945391, agree_f1=0.445089, average_f1=0.719849
BATCH 537 training acc=0.750000, cost=0.482260, test acc=0.843845, cost=0.401045, disagree_f1=0.769394, neural_f1=0.943097, agree_f1=0.449465, average_f1=0.720652
BATCH 538 training acc=0.687500, cost=0.656389, test acc=0.839391, cost=0.420375, disagree_f1=0.771490, neural_f1=0.938819, agree_f1=0.466133, average_f1=0.725480
BATCH 539 training acc=0.750000, cost=0.399038, test acc=0.824425, cost=0.449358, disagree_f1=0.757694, neural_f1=0.928884, agree_f1=0.476553, average_f1=0.721044
BATCH 540 training acc=0.812500, cost=0.410817, test acc=0.815963, cost=0.468074, disagree_f1=0.745802, neural_f1=0.923777, agree_f1=0.489643, average_f1=0.719741
BATCH 541 training acc=0.718750, cost=0.481333, test acc=0.811598, cost=0.475543, disagree_f1=0.734167, neural_f1=0.923166, agree_f1=0.494671, average_f1=0.717335
BATCH 542 training acc=0.750000, cost=0.574138, test acc=0.816676, cost=0.463782, disagree_f1=0.727121, neural_f1=0.929268, agree_f1=0.509825, average_f1=0.722071
BATCH 543 training acc=0.687500, cost=0.592024, test acc=0.824871, cost=0.442122, disagree_f1=0.726010, neural_f1=0.936412, agree_f1=0.521379, average_f1=0.727934
BATCH 544 training acc=0.781250, cost=0.452739, test acc=0.827009, cost=0.427272, disagree_f1=0.706368, neural_f1=0.941102, agree_f1=0.534066, average_f1=0.727179
BATCH 545 training acc=0.875000, cost=0.445795, test acc=0.824515, cost=0.420280, disagree_f1=0.671570, neural_f1=0.944468, agree_f1=0.544731, average_f1=0.720256
BATCH 546 training acc=0.875000, cost=0.429725, test acc=0.825583, cost=0.412413, disagree_f1=0.653493, neural_f1=0.947652, agree_f1=0.547165, average_f1=0.716103
BATCH 547 training acc=0.562500, cost=0.952151, test acc=0.825583, cost=0.407858, disagree_f1=0.646125, neural_f1=0.948323, agree_f1=0.546047, average_f1=0.713498
BATCH 548 training acc=0.656250, cost=0.768173, test acc=0.830750, cost=0.401432, disagree_f1=0.658234, neural_f1=0.949568, agree_f1=0.552800, average_f1=0.720201
BATCH 549 training acc=0.750000, cost=0.718516, test acc=0.836362, cost=0.395319, disagree_f1=0.683900, neural_f1=0.949674, agree_f1=0.555076, average_f1=0.729550
BATCH 550 training acc=0.750000, cost=0.477132, test acc=0.842598, cost=0.389563, disagree_f1=0.716411, neural_f1=0.949531, agree_f1=0.550891, average_f1=0.738945
BATCH 551 training acc=0.843750, cost=0.436817, test acc=0.844201, cost=0.388939, disagree_f1=0.737081, neural_f1=0.948778, agree_f1=0.534672, average_f1=0.740177
BATCH 552 training acc=0.781250, cost=0.682732, test acc=0.840460, cost=0.399327, disagree_f1=0.747467, neural_f1=0.944476, agree_f1=0.518542, average_f1=0.736828
BATCH 553 training acc=0.781250, cost=0.528492, test acc=0.832888, cost=0.420981, disagree_f1=0.750389, neural_f1=0.938294, agree_f1=0.504186, average_f1=0.730956
BATCH 554 training acc=0.718750, cost=0.676115, test acc=0.826385, cost=0.439211, disagree_f1=0.751624, neural_f1=0.932407, agree_f1=0.491390, average_f1=0.725140
BATCH 555 training acc=0.687500, cost=0.635548, test acc=0.818724, cost=0.457467, disagree_f1=0.746211, neural_f1=0.926833, agree_f1=0.489098, average_f1=0.720714
BATCH 556 training acc=0.843750, cost=0.416153, test acc=0.807590, cost=0.482294, disagree_f1=0.740272, neural_f1=0.918651, agree_f1=0.477266, average_f1=0.712063
BATCH 557 training acc=0.625000, cost=0.783058, test acc=0.800820, cost=0.498018, disagree_f1=0.736477, neural_f1=0.913155, agree_f1=0.474576, average_f1=0.708070
BATCH 558 training acc=0.812500, cost=0.612492, test acc=0.798147, cost=0.500189, disagree_f1=0.733577, neural_f1=0.911127, agree_f1=0.473584, average_f1=0.706096
BATCH 559 training acc=0.812500, cost=0.411825, test acc=0.792802, cost=0.510647, disagree_f1=0.727953, neural_f1=0.907288, agree_f1=0.477055, average_f1=0.704099
BATCH 560 training acc=0.843750, cost=0.583760, test acc=0.793693, cost=0.503517, disagree_f1=0.719791, neural_f1=0.911141, agree_f1=0.479220, average_f1=0.703384
BATCH 561 training acc=0.593750, cost=0.903144, test acc=0.797613, cost=0.495928, disagree_f1=0.716989, neural_f1=0.915781, agree_f1=0.485362, average_f1=0.706044
BATCH 562 training acc=0.687500, cost=0.664587, test acc=0.807411, cost=0.475284, disagree_f1=0.717981, neural_f1=0.924349, agree_f1=0.499478, average_f1=0.713936
BATCH 563 training acc=0.718750, cost=0.559332, test acc=0.820239, cost=0.446666, disagree_f1=0.719699, neural_f1=0.934714, agree_f1=0.514830, average_f1=0.723081
BATCH 564 training acc=0.812500, cost=0.378369, test acc=0.832264, cost=0.418860, disagree_f1=0.726595, neural_f1=0.942670, agree_f1=0.525704, average_f1=0.731656
BATCH 565 training acc=0.843750, cost=0.463539, test acc=0.838767, cost=0.405085, disagree_f1=0.734012, neural_f1=0.945398, agree_f1=0.531298, average_f1=0.736903
BATCH 566 training acc=0.812500, cost=0.545620, test acc=0.843132, cost=0.397971, disagree_f1=0.739024, neural_f1=0.947420, agree_f1=0.537527, average_f1=0.741324
BATCH 567 training acc=0.781250, cost=0.520395, test acc=0.845893, cost=0.394263, disagree_f1=0.749504, neural_f1=0.947251, agree_f1=0.532122, average_f1=0.742959
BATCH 568 training acc=0.781250, cost=0.473874, test acc=0.846517, cost=0.395371, disagree_f1=0.754400, neural_f1=0.946647, agree_f1=0.530128, average_f1=0.743725
BATCH 569 training acc=0.718750, cost=0.500980, test acc=0.843666, cost=0.403301, disagree_f1=0.756445, neural_f1=0.944214, agree_f1=0.522540, average_f1=0.741066
BATCH 570 training acc=0.718750, cost=0.687849, test acc=0.840014, cost=0.417453, disagree_f1=0.764509, neural_f1=0.939213, agree_f1=0.509018, average_f1=0.737580
